Arbor_ID,Status,Protected_Object,Policy_Name,Target_Network,Protocol,Peak_Bandwidth,Peak_Bandwidth_bps,Peak_PPS,Peak_PPS_raw,Attack_Start,Attack_End,Duration_min,Mitigation_UP,Mitigation_DOWN,Source_Log_File
arbor_10590027,Completed,BBMM_LCM_02,BBMM_LCM_02_1@00f3de-0016e-0,199.47.56.180/32,UDP,273.9 Mbps,273930000,24.9K pps,24850,2026-03-01 12:15:37,2026-03-01 12:21:05,5,BBMM_LCM_02,BBMM_LCM_02,alert.2026-03-02_0911.log
arbor_10590296,Completed,SOC_IAAS_W6017_WHI_CGNATv4,SOC_IAAS_W6017_WHI_CGNATv4_1@00f3df-00027-0,142.127.7.109/32,OTHER,900.1 Mbps,900100000,1.00M pps,1000000,2026-03-02 07:40:24,2026-03-02 07:47:04,6,SOC_IAAS_W6017_WHI_CGNATv4,,alert.2026-03-02_0911.log
arbor_10590299,Completed,SOC_IAAS_W6017_WHI_CGNATv4,SOC_IAAS_W6017_WHI_CGNATv4_1@00f3df-00027-0,142.127.7.109/32,OTHER,23.47 Gbps,23470000000,,0,2026-03-02 07:47:28,2026-03-02 07:53:01,5,,SOC_IAAS_W6017_WHI_CGNATv4,alert.2026-03-02_0911.log
arbor_10590303,Completed,SOC-AliantDNS-01,,198.164.4.2/32,OTHER,11.3 Mbps,11330000,16.9K pps,16890,2026-03-02 08:11:52,2026-03-02 08:20:04,8,SOC-AliantDNS-01,,alert.2026-03-02_0911.log
arbor_10590304,Completed,SOC-AliantDNS-01,,198.164.30.2/32,OTHER,12.0 Mbps,11960000,17.9K pps,17900,2026-03-02 08:11:52,2026-03-02 08:20:04,8,SOC-AliantDNS-01,,alert.2026-03-02_0911.log
arbor_10590309,Completed,SOC-Cove-01,,69.158.192.86/32,OTHER,2.3 Mbps,2300000,267 pps,267,2026-03-02 08:31:11,2026-03-02 08:37:05,5,SOC-Cove-01 (Pending),,alert.2026-03-02_0911.log
arbor_10590316,Completed,SOC-Cove-01,,206.47.205.2/32,OTHER,4.8 Mbps,4850000,533 pps,533,2026-03-02 09:00:37,2026-03-02 09:05:02,4,SOC-Cove-01 (Pending),,alert.2026-03-02_0911.log
arbor_10590322,Completed,SOC_IAAS_W6017_WHI_CGNATv4,SOC_IAAS_W6017_WHI_CGNATv4_1@00f3e4-00027-0,142.127.6.25/32,OTHER,4.85 Gbps,4850000000,1.00M pps,1000000,2026-03-02 10:02:29,2026-03-02 10:07:00,4,SOC_IAAS_W6017_WHI_CGNATv4,SOC_IAAS_W6017_WHI_CGNATv4,alert.2026-03-02_0911.log
arbor_10590328,Completed,BBMM-GOO-BB-14,BBMM-GOO-BB-14_1@00f3e5-00183-0,142.127.106.177/32,UDP,101.3 Mbps,101280000,10.0K pps,10000,2026-03-02 10:43:07,2026-03-02 10:49:02,5,BBMM-GOO-BB-14,BBMM-GOO-BB-14,alert.2026-03-02_0911.log
arbor_10590346,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f3e6-00148-0,206.47.250.154/32,OTHER,539.9 Mbps,539910000,53.8K pps,53760,2026-03-02 12:48:51,2026-03-02 12:53:02,4,BBMM-MOR-01,BBMM-MOR-01,alert.2026-03-02_0911.log
arbor_10590349,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f3e7-00148-0,206.47.250.154/32,OTHER,504.6 Mbps,504550000,51.3K pps,51310,2026-03-02 13:15:53,2026-03-02 13:24:01,8,BBMM-MOR-01,BBMM-MOR-01,alert.2026-03-02_0911.log
arbor_10590393,Completed,BBMM-OMER-03,BBMM-OMER-03_1@00f3e8-00106-0,207.236.175.10/32,OTHER,777.7 Mbps,777740000,65.6K pps,65560,2026-03-02 15:09:54,2026-03-02 15:14:00,4,BBMM-OMER-03,BBMM-OMER-03,alert.2026-03-06_0051.log
arbor_10590394,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f3ea-00148-0,206.47.250.154/32,OTHER,552.2 Mbps,552210000,56.6K pps,56560,2026-03-02 15:20:52,2026-03-02 15:25:03,4,BBMM-MOR-01,BBMM-MOR-01,alert.2026-03-06_0051.log
arbor_10590395,Completed,SOC-Telebec-01,SOC-Telebec-01_1@00f3e9-00061-0,142.217.217.101/32,OTHER,325.9 Mbps,325860000,27.5K pps,27470,2026-03-02 15:20:30,2026-03-02 15:25:03,4,SOC-Telebec-01,SOC-Telebec-01,alert.2026-03-06_0051.log
arbor_10590412,Completed,BBMM-GOO-BB-16,BBMM-GOO-BB-16_1@00f3eb-00127-0,207.35.73.138/32,OTHER,309.7 Mbps,309730000,52.5K pps,52530,2026-03-02 16:29:44,2026-03-02 16:36:05,6,BBMM-GOO-BB-16,BBMM-GOO-BB-16,alert.2026-03-06_0051.log
arbor_10590421,Completed,BBMM-GOO-BB-19,BBMM-GOO-BB-19_1@00f3ec-00185-0,67.71.194.98/32,OTHER,10.1 Mbps,10130000,856 pps,856,2026-03-02 17:10:50,2026-03-02 17:25:02,14,BBMM-GOO-BB-19,BBMM-GOO-BB-19,alert.2026-03-06_0051.log
arbor_10590556,Completed,BBMM_LCM_02,BBMM_LCM_02_1@00f3ed-0016e-0,199.47.56.180/32,UDP,322.3 Mbps,322340000,22.4K pps,22420,2026-03-03 01:21:21,2026-03-03 01:32:04,10,BBMM_LCM_02,BBMM_LCM_02,alert.2026-03-06_0051.log
arbor_10590561,Completed,BBMM_LCM_02,BBMM_LCM_02_1@00f3ee-0016e-0,199.47.56.180/32,UDP,399.1 Mbps,399110000,26.7K pps,26680,2026-03-03 01:34:35,2026-03-03 01:42:02,7,BBMM_LCM_02,BBMM_LCM_02,alert.2026-03-06_0051.log
arbor_10590662,Completed,BBMM-SAIN-01,BBMM-SAIN-01_1@00f3ef-000b9-0,216.208.108.245/32,OTHER,"64,160 bps",64160,134 pps,134,2026-03-03 09:45:52,2026-03-03 09:50:03,4,BBMM-SAIN-01,BBMM-SAIN-01,alert.2026-03-06_0051.log
arbor_10590672,Completed,BBMM_LCM_02,BBMM_LCM_02_1@00f3f0-0016e-0,199.47.56.180/32,UDP,251.2 Mbps,251220000,22.9K pps,22920,2026-03-03 12:12:34,2026-03-03 12:17:00,4,BBMM_LCM_02,BBMM_LCM_02,alert.2026-03-06_0051.log
arbor_10590692,Completed,BBMM-OMER-03,BBMM-OMER-03_1@00f3f1-00106-0,207.236.175.10/32,OTHER,946.9 Mbps,946910000,84.5K pps,84450,2026-03-03 14:07:52,2026-03-03 14:12:03,4,BBMM-OMER-03,BBMM-OMER-03,alert.2026-03-06_0051.log
arbor_10590695,Completed,BBMM-HAH-01,BBMM-HAH-01_1@00f3f2-00173-0,204.101.158.194/32,UDP,522.3 Mbps,522320000,45.5K pps,45470,2026-03-03 14:39:42,2026-03-03 14:44:02,4,BBMM-HAH-01,BBMM-HAH-01,alert.2026-03-06_0051.log
arbor_10590785,Completed,BBMM-GOO-BB-13,BBMM-GOO-BB-13_1@00f3f3-00182-0,174.90.90.242/32,OTHER,144.9 Mbps,144940000,12.5K pps,12460,2026-03-03 16:28:53,2026-03-03 16:45:03,16,BBMM-GOO-BB-13,BBMM-GOO-BB-13,alert.2026-03-06_0051.log
arbor_10590787,Completed,SOC-DORVAL-01,SOC-DORVAL-01_1@00f3f4-000a0-0,67.69.243.62/32,OTHER,1.63 Gbps,1630000000,152.6K pps,152600,2026-03-03 16:28:53,2026-03-03 16:33:04,4,SOC-DORVAL-01,SOC-DORVAL-01,alert.2026-03-06_0051.log
arbor_10590903,Completed,BBMM-HAH-01,BBMM-HAH-01_1@00f3f5-00173-0,204.101.158.194/32,UDP,588.2 Mbps,588230000,56.4K pps,56400,2026-03-03 21:45:44,2026-03-03 21:50:03,4,BBMM-HAH-01,BBMM-HAH-01,alert.2026-03-06_0051.log
arbor_10591056,Completed,SOC_IAAS_W6017_WHI_CGNATv4,SOC_IAAS_W6017_WHI_CGNATv4_1@00f3f6-00027-0,142.127.6.210/32,OTHER,3.33 Gbps,3330000000,86.4K pps,86400,2026-03-04 10:33:37,2026-03-04 10:41:01,7,SOC_IAAS_W6017_WHI_CGNATv4,SOC_IAAS_W6017_WHI_CGNATv4,alert.2026-03-06_0051.log
arbor_10591072,Completed,BBMM-GMIC-01,BBMM-GMIC-01_1@00f3f7-0013f-0,207.164.26.130/32,OTHER,404.8 Mbps,404800000,36.4K pps,36430,2026-03-04 13:04:52,2026-03-04 13:18:02,13,BBMM-GMIC-01,BBMM-GMIC-01,alert.2026-03-06_0051.log
arbor_10591074,Completed,BBMM-GOO-BB-14,BBMM-GOO-BB-14_1@00f3f8-00183-0,70.54.218.18/32,UDP,98.0 Mbps,97970000,8.3K pps,8330,2026-03-04 13:24:21,2026-03-04 13:29:00,4,BBMM-GOO-BB-14,BBMM-GOO-BB-14,alert.2026-03-06_0051.log
arbor_10591080,Completed,BBMM-GOO-BB-16,BBMM-GOO-BB-16_1@00f3f9-00127-0,204.101.140.186/32,UDP,284.3 Mbps,284300000,21.9K pps,21900,2026-03-04 14:23:53,2026-03-04 14:38:02,14,BBMM-GOO-BB-16,BBMM-GOO-BB-16,alert.2026-03-06_0051.log
arbor_10591114,Completed,BBMM-SPHO-01,BBMM-SPHO-01_1@00f3fa-000f9-0,139.173.84.33/32,OTHER,40.7 Mbps,40710000,3.4K pps,3420,2026-03-04 15:10:52,2026-03-04 15:15:03,4,BBMM-SPHO-01,BBMM-SPHO-01,alert.2026-03-06_0051.log
arbor_10591122,Completed,BBMM-BCHS-06,BBMM-BCHS-06_1@00f3fb-00193-0,139.173.84.33/32,OTHER,51.6 Mbps,51610000,75.9K pps,75880,2026-03-04 15:24:52,2026-03-05 09:05:04,1060,BBMM-BCHS-06,BBMM-BCHS-06,alert.2026-03-06_0051.log
arbor_10591145,Completed,BBMM-HAC-01,BBMM-HAC-01_1@00f3fc-0017c-0,67.71.195.2/32,UDP,567.5 Mbps,567450000,49.9K pps,49870,2026-03-04 18:16:29,2026-03-04 18:21:04,4,BBMM-HAC-01,BBMM-HAC-01,alert.2026-03-06_0051.log
arbor_10591147,Completed,BBMM-GOO-BB-16,BBMM-GOO-BB-16_1@00f3fd-00127-0,204.101.124.210/32,OTHER,356.6 Mbps,356630000,30.5K pps,30530,2026-03-04 18:30:30,2026-03-04 18:35:04,4,BBMM-GOO-BB-16,BBMM-GOO-BB-16,alert.2026-03-06_0051.log
arbor_10591153,Completed,BBMM-LCBO-05,BBMM-LCBO-05_1@00f3fe-000f5-0,45.33.195.231/32,OTHER,907.7 Mbps,907740000,76.7K pps,76670,2026-03-04 18:57:43,2026-03-04 19:02:02,4,BBMM-LCBO-05,BBMM-LCBO-05,alert.2026-03-06_0051.log
arbor_10591158,Completed,BBMM-GOO-BB-16,BBMM-GOO-BB-16_1@00f3ff-00127-0,207.35.73.138/32,UDP,312.5 Mbps,312470000,32.8K pps,32800,2026-03-04 19:26:41,2026-03-04 19:31:03,4,BBMM-GOO-BB-16,BBMM-GOO-BB-16,alert.2026-03-06_0051.log
arbor_10591198,Completed,SOC-BTCE-OTT-01,SOC-BTCE-OTT-01_1@00f400-00147-0,184.150.213.180/32,OTHER,37.9 Mbps,37880000,24.6K pps,24650,2026-03-04 23:08:53,2026-03-04 23:15:03,6,SOC-BTCE-OTT-01,SOC-BTCE-OTT-01,alert.2026-03-06_0051.log
arbor_10591248,Completed,BBMM-SAIN-01,BBMM-SAIN-01_1@00f401-000b9-0,216.208.108.245/32,OTHER,"9,168 bps",9168,17 pps,17,2026-03-05 02:23:54,2026-03-05 02:28:04,4,BBMM-SAIN-01,BBMM-SAIN-01,alert.2026-03-06_0051.log
arbor_10591314,Completed,SOC_IAAS_F1252_WHI_CGNATv4,SOC_IAAS_F1252_WHI_CGNATv4_1@00f402-0005a-0,142.127.0.17/32,OTHER,4.00 Gbps,4000000000,753.7K pps,753730,2026-03-05 06:00:01,2026-03-05 06:06:02,6,SOC_IAAS_F1252_WHI_CGNATv4,SOC_IAAS_F1252_WHI_CGNATv4,alert.2026-03-06_0051.log
arbor_10591343,Completed,BBMM-BCHS-06,BBMM-BCHS-06_1@00f403-00193-0,139.173.84.33/32,OTHER,121.1 Mbps,121080000,166.2K pps,166160,2026-03-05 09:10:54,2026-03-05 09:30:02,19,BBMM-BCHS-06,BBMM-BCHS-06,alert.2026-03-06_0051.log
arbor_10591358,Completed,BBMM-BCHS-06,BBMM-BCHS-06_1@00f404-00193-0,139.173.84.33/32,OTHER,33.0 Mbps,32960000,56.0K pps,56040,2026-03-05 09:32:52,2026-03-05 10:08:00,35,BBMM-BCHS-06,BBMM-BCHS-06,alert.2026-03-06_0051.log
arbor_10591360,Completed,BBMM-BCHS-06,BBMM-BCHS-06_1@00f405-00193-0,139.173.84.33/32,OTHER,49.8 Mbps,49810000,60.3K pps,60340,2026-03-05 10:10:50,2026-03-05 10:36:04,25,BBMM-BCHS-06,BBMM-BCHS-06,alert.2026-03-06_0051.log
arbor_10591369,Completed,BBMM-BCHS-01,BBMM-BCHS-01_1@00f406-00142-0,205.233.160.184/32,OTHER,9.4 Mbps,9400000,7.0K pps,7020,2026-03-05 11:15:56,2026-03-05 11:21:00,5,BBMM-BCHS-01,BBMM-BCHS-01,alert.2026-03-06_0051.log
arbor_10591378,Completed,BBMM-BCHS-06,BBMM-BCHS-06_1@00f407-00193-0,139.173.84.33/32,OTHER,59.5 Mbps,59490000,102.2K pps,102180,2026-03-05 11:56:53,2026-03-05 12:03:03,6,BBMM-BCHS-06,BBMM-BCHS-06,alert.2026-03-06_0051.log
arbor_10591381,Completed,BBMM-BCHS-06,BBMM-BCHS-06_1@00f409-00193-0,139.173.84.33/32,OTHER,32.5 Mbps,32540000,50.4K pps,50430,2026-03-05 12:16:54,2026-03-05 13:26:04,69,BBMM-BCHS-06,BBMM-BCHS-06,alert.2026-03-06_0051.log
arbor_10591382,Completed,BBMM_LCM_02,BBMM_LCM_02_1@00f408-0016e-0,199.47.56.180/32,UDP,281.2 Mbps,281250000,27.0K pps,27010,2026-03-05 12:12:54,2026-03-05 12:19:04,6,BBMM_LCM_02,BBMM_LCM_02,alert.2026-03-06_0051.log
arbor_10591385,Completed,BBMM-GOO-BB-13,BBMM-GOO-BB-13_1@00f40a-00182-0,174.90.90.242/32,OTHER,120.5 Mbps,120520000,20.3K pps,20270,2026-03-05 12:34:51,2026-03-05 12:47:02,12,BBMM-GOO-BB-13,BBMM-GOO-BB-13,alert.2026-03-06_0051.log
arbor_10591401,Completed,BBMM-BCHS-06,BBMM-BCHS-06_1@00f40b-00193-0,139.173.84.33/32,OTHER,49.1 Mbps,49100000,81.7K pps,81660,2026-03-05 13:31:54,2026-03-05 19:19:03,347,BBMM-BCHS-06,BBMM-BCHS-06,alert.2026-03-06_0051.log
arbor_10591422,Completed,BBMM-GOO-07,BBMM-GOO-07_1@00f40c-0010a-0,206.172.39.52/32,OTHER,995.2 Mbps,995220000,103.9K pps,103890,2026-03-05 15:20:52,2026-03-05 15:32:03,11,BBMM-GOO-07,BBMM-GOO-07,alert.2026-03-06_0051.log
arbor_10591435,Completed,BBMM-GOO-07,BBMM-GOO-07_1@00f40d-0010a-0,206.172.39.52/32,OTHER,1.06 Gbps,1060000000,105.8K pps,105800,2026-03-05 15:42:52,2026-03-05 15:47:03,4,BBMM-GOO-07,BBMM-GOO-07,alert.2026-03-06_0051.log
arbor_10591440,Completed,BBMM-GOO-07,BBMM-GOO-07_1@00f40e-0010a-0,206.172.39.52/32,OTHER,993.1 Mbps,993100000,100.3K pps,100350,2026-03-05 16:32:54,2026-03-05 16:45:01,12,BBMM-GOO-07,BBMM-GOO-07,alert.2026-03-06_0051.log
arbor_10591446,Completed,BBMM-BCHS-06,BBMM-BCHS-06_2@00f40f-00193-0,139.173.84.44/32,OTHER,38.9 Mbps,38940000,4.0K pps,4000,2026-03-05 16:35:54,2026-03-05 19:19:03,163,BBMM-BCHS-06,BBMM-BCHS-06,alert.2026-03-06_0051.log
arbor_10591458,Completed,BBMM-BCHS-06,BBMM-BCHS-06_3@00f410-00193-0,139.173.84.174/32,OTHER,5.3 Mbps,5270000,470 pps,470,2026-03-05 17:01:53,2026-03-05 17:12:00,10,BBMM-BCHS-06,BBMM-BCHS-06,alert.2026-03-06_0051.log
arbor_10591466,Completed,BBMM-BCHS-06,BBMM-BCHS-06_3@00f411-00193-0,139.173.244.97/32,OTHER,3.9 Mbps,3870000,369 pps,369,2026-03-05 17:18:51,2026-03-05 17:24:02,5,BBMM-BCHS-06,BBMM-BCHS-06,alert.2026-03-06_0051.log
arbor_10591473,Completed,BBMM-BCHS-06,BBMM-BCHS-06_3@00f412-00193-0,139.173.84.174/32,OTHER,2.7 Mbps,2660000,235 pps,235,2026-03-05 17:28:52,2026-03-05 17:39:02,10,BBMM-BCHS-06,BBMM-BCHS-06,alert.2026-03-06_0051.log
arbor_10591481,Completed,BBMM-BCHS-06,BBMM-BCHS-06_4@00f414-00193-0,139.173.84.146/32,OTHER,6.3 Mbps,6300000,1.1K pps,1070,2026-03-05 17:50:53,2026-03-05 18:08:02,17,BBMM-BCHS-06,BBMM-BCHS-06,alert.2026-03-06_0051.log
arbor_10591482,Completed,BBMM-BCHS-06,BBMM-BCHS-06_3@00f413-00193-0,139.173.84.174/32,OTHER,17.9 Mbps,17920000,1.6K pps,1560,2026-03-05 17:49:53,2026-03-05 17:57:03,7,BBMM-BCHS-06,BBMM-BCHS-06,alert.2026-03-06_0051.log
arbor_10591489,Completed,BBMM-BCHS-06,BBMM-BCHS-06_3@00f415-00193-0,139.173.84.174/32,OTHER,37.6 Mbps,37590000,3.2K pps,3240,2026-03-05 18:09:52,2026-03-05 18:22:00,12,BBMM-BCHS-06,BBMM-BCHS-06,alert.2026-03-06_0051.log
arbor_10591490,Completed,BBMM-BCHS-06,BBMM-BCHS-06_4@00f417-00193-0,139.173.244.97/32,OTHER,2.8 Mbps,2810000,487 pps,487,2026-03-05 18:12:53,2026-03-05 18:22:00,9,BBMM-BCHS-06,BBMM-BCHS-06,alert.2026-03-06_0051.log
arbor_10591491,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f416-00148-0,206.47.224.4/32,OTHER,674.6 Mbps,674610000,56.2K pps,56240,2026-03-05 18:11:53,2026-03-05 18:16:00,4,BBMM-MOR-01,BBMM-MOR-01,alert.2026-03-06_0051.log
arbor_10591499,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f418-00148-0,206.47.224.4/32,OTHER,723.8 Mbps,723800000,60.4K pps,60350,2026-03-05 18:19:50,2026-03-05 18:24:01,4,BBMM-MOR-01,BBMM-MOR-01,alert.2026-03-06_0051.log
arbor_10591502,Completed,BBMM-BCHS-06,BBMM-BCHS-06_3@00f419-00193-0,139.173.84.146/32,OTHER,13.0 Mbps,13040000,1.3K pps,1340,2026-03-05 18:27:54,2026-03-05 18:40:01,12,BBMM-BCHS-06,BBMM-BCHS-06,alert.2026-03-06_0051.log
arbor_10591508,Completed,BBMM-BCHS-06,BBMM-BCHS-06_4@00f41a-00193-0,139.173.244.97/32,OTHER,2.6 Mbps,2630000,386 pps,386,2026-03-05 18:32:54,2026-03-05 18:54:03,21,BBMM-BCHS-06,BBMM-BCHS-06,alert.2026-03-06_0051.log
arbor_10591510,Completed,BBMM-GMIC-01,BBMM-GMIC-01_1@00f41b-0013f-0,207.164.26.130/32,OTHER,364.5 Mbps,364500000,35.6K pps,35650,2026-03-05 18:35:55,2026-03-05 18:41:01,5,BBMM-GMIC-01,BBMM-GMIC-01,alert.2026-03-06_0051.log
arbor_10591511,Completed,BBMM-GOO-BB-16,BBMM-GOO-BB-16_1@00f41c-00127-0,207.35.73.138/32,UDP,303.1 Mbps,303120000,26.6K pps,26580,2026-03-05 18:37:37,2026-03-05 18:42:02,4,BBMM-GOO-BB-16,BBMM-GOO-BB-16,alert.2026-03-06_0051.log
arbor_10591531,Completed,BBMM-BCHS-06,BBMM-BCHS-06_3@00f41d-00193-0,139.173.84.174/32,OTHER,15.8 Mbps,15780000,1.4K pps,1360,2026-03-05 19:07:53,2026-03-05 19:12:03,4,BBMM-BCHS-06,BBMM-BCHS-06,alert.2026-03-06_0051.log
arbor_10591540,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f41e-00148-0,206.47.224.4/32,OTHER,751.6 Mbps,751570000,62.6K pps,62630,2026-03-05 19:19:53,2026-03-05 19:24:04,4,BBMM-MOR-01,BBMM-MOR-01,alert.2026-03-06_0051.log
arbor_10591563,Completed,BBMM-OMER-03,BBMM-OMER-03_1@00f41f-00106-0,207.236.175.10/32,OTHER,912.2 Mbps,912210000,77.9K pps,77860,2026-03-05 20:37:55,2026-03-05 20:42:00,4,BBMM-OMER-03,BBMM-OMER-03,alert.2026-03-06_0051.log
arbor_10591750,Completed,SOC_IAAS_A0040_Consumer_CGNATv4,SOC_IAAS_A0040_Consumer_CGNATv4_1@00f420-00012-0,174.90.223.13/32,OTHER,23.72 Gbps,23720000000,90.0K pps,90020,2026-03-06 06:55:27,2026-03-06 07:01:03,5,SOC_IAAS_A0040_Consumer_CGNATv4,,alert.2026-03-12_0550.log
arbor_10591753,Completed,SOC_IAAS_A0040_Consumer_CGNATv4,SOC_IAAS_A0040_Consumer_CGNATv4_1@00f420-00012-0,174.90.223.13/32,OTHER,32.71 Gbps,32710000000,,0,2026-03-06 07:08:57,2026-03-06 07:15:03,6,,SOC_IAAS_A0040_Consumer_CGNATv4,alert.2026-03-12_0550.log
