Arbor_ID,Status,Protected_Object,Policy_Name,Target_Network,Protocol,Peak_Bandwidth,Peak_Bandwidth_bps,Peak_PPS,Peak_PPS_raw,Attack_Start,Attack_End,Duration_min,Mitigation_UP,Mitigation_DOWN,Source_Log_File
arbor_10591823,Completed,BBMM-GOO-BB-16,BBMM-GOO-BB-16_1@00f421-00127-0,204.101.124.210/32,OTHER,398.1 Mbps,398090000,34.1K pps,34080,2026-03-06 15:38:36,2026-03-06 15:43:01,4,BBMM-GOO-BB-16,BBMM-GOO-BB-16,alert.2026-03-12_0550.log
arbor_10591866,Completed,BBMM-GOO-07,BBMM-GOO-07_1@00f422-0010a-0,206.172.39.52/32,OTHER,937.6 Mbps,937560000,100.5K pps,100450,2026-03-06 17:21:54,2026-03-06 17:35:00,13,BBMM-GOO-07,BBMM-GOO-07,alert.2026-03-12_0550.log
arbor_10591872,Completed,SOC-DORVAL-01,SOC-DORVAL-01_1@00f423-000a0-0,206.172.0.206/32,OTHER,1.08 Gbps,1080000000,91.1K pps,91090,2026-03-06 17:49:52,2026-03-06 17:55:04,5,SOC-DORVAL-01,SOC-DORVAL-01,alert.2026-03-12_0550.log
arbor_10591878,Completed,SOC-DNSRCSRV-01,SOC-DNSRCSRV-01_1@00f424-00078-0,198.235.214.133/32,OTHER,"439,480 bps",439480,151 pps,151,2026-03-06 18:27:54,2026-03-06 18:32:04,4,SOC-DNSRCSRV-01,SOC-DNSRCSRV-01,alert.2026-03-12_0550.log
arbor_10592020,Completed,BBMM-GOO-BB-14,BBMM-GOO-BB-14_1@00f425-00183-0,142.127.106.177/32,UDP,99.1 Mbps,99100000,8.7K pps,8670,2026-03-07 03:23:37,2026-03-07 03:28:02,4,BBMM-GOO-BB-14,BBMM-GOO-BB-14,alert.2026-03-12_0550.log
arbor_10592203,Completed,SOC-CrownIT-01,SOC-CrownIT-01_1@00f426-000ff-0,142.113.119.97/32,OTHER,1.96 Gbps,1960000000,166.6K pps,166610,2026-03-07 20:17:52,2026-03-07 20:22:03,4,SOC-CrownIT-01,SOC-CrownIT-01,alert.2026-03-12_0550.log
arbor_10592232,Completed,SOC_IAAS_J0400_Consumer_CGNATv4,SOC_IAAS_J0400_Consumer_CGNATv4_1@00f427-0008f-0,216.208.243.170/32,OTHER,4.02 Gbps,4019999992,651.9K pps,651940,2026-03-07 21:51:11,2026-03-07 22:01:02,9,SOC_IAAS_J0400_Consumer_CGNATv4,,alert.2026-03-12_0550.log
arbor_10592236,Completed,SOC_IAAS_J0400_Consumer_CGNATv4,SOC_IAAS_J0400_Consumer_CGNATv4_1@00f427-0008f-0,216.208.243.170/32,OTHER,1.17 Gbps,1170000000,,0,2026-03-07 22:01:17,2026-03-07 22:09:04,7,,,alert.2026-03-12_0550.log
arbor_10592253,Completed,SOC_IAAS_J0400_Consumer_CGNATv4,SOC_IAAS_J0400_Consumer_CGNATv4_1@00f427-0008f-0,216.208.243.170/32,OTHER,1.30 Gbps,1300000000,,0,2026-03-07 23:04:43,2026-03-07 23:10:03,5,,,alert.2026-03-12_0550.log
arbor_10592259,Completed,SOC_IAAS_J0400_Consumer_CGNATv4,SOC_IAAS_J0400_Consumer_CGNATv4_1@00f427-0008f-0,216.208.243.170/32,OTHER,1.66 Gbps,1660000000,,0,2026-03-07 23:18:24,2026-03-07 23:23:01,4,,SOC_IAAS_J0400_Consumer_CGNATv4,alert.2026-03-12_0550.log
arbor_10592332,Completed,BBMM-SHAR-01,BBMM-SHAR-01_1@00f428-000d5-0,205.193.192.22/32,OTHER,4.9 Mbps,4860000,10.1K pps,10130,2026-03-08 03:24:14,2026-03-08 03:29:00,4,BBMM-SHAR-01,BBMM-SHAR-01,alert.2026-03-12_0550.log
arbor_10592334,Completed,SOC_IAAS_W6017_WHI_CGNATv4,SOC_IAAS_W6017_WHI_CGNATv4_1@00f429-00027-0,142.127.7.109/32,OTHER,5.25 Gbps,5250000000,96.0K pps,96020,2026-03-08 03:35:27,2026-03-08 03:42:01,6,SOC_IAAS_W6017_WHI_CGNATv4,,alert.2026-03-12_0550.log
arbor_10592343,Completed,SOC_IAAS_W6017_WHI_CGNATv4,SOC_IAAS_W6017_WHI_CGNATv4_2@00f42a-00027-0,142.127.7.68/32,OTHER,5.96 Gbps,5960000000,96.0K pps,96020,2026-03-08 03:58:29,2026-03-08 04:06:04,7,SOC_IAAS_W6017_WHI_CGNATv4,,alert.2026-03-12_0550.log
arbor_10592344,Completed,SOC_IAAS_W6017_WHI_CGNATv4,SOC_IAAS_W6017_WHI_CGNATv4_1@00f429-00027-0,142.127.7.109/32,OTHER,2.43 Gbps,2430000000,,0,2026-03-08 03:58:41,2026-03-08 04:10:00,11,,,alert.2026-03-12_0550.log
arbor_10592347,Completed,SOC_IAAS_W6017_WHI_CGNATv4,SOC_IAAS_W6017_WHI_CGNATv4_2@00f42a-00027-0,142.127.7.68/32,OTHER,23.06 Gbps,23060000000,,0,2026-03-08 04:08:58,2026-03-08 04:16:01,7,,SOC_IAAS_W6017_WHI_CGNATv4,alert.2026-03-12_0550.log
arbor_10592348,Completed,SOC_IAAS_W6017_WHI_CGNATv4,SOC_IAAS_W6017_WHI_CGNATv4_1@00f429-00027-0,142.127.7.109/32,OTHER,3.11 Gbps,3110000000,,0,2026-03-08 04:10:31,2026-03-08 04:20:02,9,,,alert.2026-03-12_0550.log
arbor_10592350,Completed,SOC_IAAS_W6017_WHI_CGNATv4,SOC_IAAS_W6017_WHI_CGNATv4_1@00f429-00027-0,142.127.7.109/32,OTHER,1.46 Gbps,1460000000,,0,2026-03-08 04:21:58,2026-03-08 04:29:03,7,,,alert.2026-03-12_0550.log
arbor_10592352,Completed,SOC_IAAS_W6017_WHI_CGNATv4,SOC_IAAS_W6017_WHI_CGNATv4_1@00f429-00027-0,142.127.7.109/32,OTHER,41.26 Gbps,41260000000,,0,2026-03-08 04:29:17,2026-03-08 04:46:01,16,,SOC_IAAS_W6017_WHI_CGNATv4,alert.2026-03-12_0550.log
arbor_10592360,Completed,SOC_IAAS_A0040_Consumer_CGNATv4,SOC_IAAS_A0040_Consumer_CGNATv4_1@00f42b-00012-0,174.90.223.250/32,UDP,10.96 Gbps,10960000000,851.1K pps,851070,2026-03-08 05:06:58,2026-03-08 05:13:04,6,SOC_IAAS_A0040_Consumer_CGNATv4,SOC_IAAS_A0040_Consumer_CGNATv4,alert.2026-03-12_0550.log
arbor_10592628,Completed,SOC_IAAS_W6017_WHI_CGNATv4,SOC_IAAS_W6017_WHI_CGNATv4_1@00f42c-00027-0,142.127.7.109/32,OTHER,4.05 Gbps,4050000000,489.9K pps,489900,2026-03-09 01:54:00,2026-03-09 02:05:01,11,SOC_IAAS_W6017_WHI_CGNATv4,SOC_IAAS_W6017_WHI_CGNATv4,alert.2026-03-12_0550.log
arbor_10592702,Completed,BBMM-OMER-02,BBMM-OMER-02_1@00f42d-00100-0,70.28.123.4/32,UDP,392.7 Mbps,392740000,40.4K pps,40440,2026-03-09 11:28:54,2026-03-09 11:33:04,4,BBMM-OMER-02,BBMM-OMER-02,alert.2026-03-12_0550.log
arbor_10592707,Completed,BBMM-GOO-BB-16,BBMM-GOO-BB-16_1@00f42e-00127-0,207.35.73.138/32,OTHER,379.7 Mbps,379670000,35.9K pps,35920,2026-03-09 12:15:41,2026-03-09 13:57:04,101,BBMM-GOO-BB-16,BBMM-GOO-BB-16,alert.2026-03-12_0550.log
arbor_10592712,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f42f-00148-0,206.47.250.154/32,OTHER,803.1 Mbps,803150000,79.8K pps,79820,2026-03-09 12:43:53,2026-03-09 12:48:04,4,BBMM-MOR-01,BBMM-MOR-01,alert.2026-03-12_0550.log
arbor_10592713,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f430-00148-0,206.47.250.154/32,OTHER,608.4 Mbps,608400000,61.4K pps,61390,2026-03-09 12:49:54,2026-03-09 12:54:00,4,BBMM-MOR-01,BBMM-MOR-01,alert.2026-03-12_0550.log
arbor_10592714,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f431-00148-0,206.47.250.154/32,OTHER,615.8 Mbps,615770000,61.7K pps,61720,2026-03-09 13:03:51,2026-03-09 13:08:02,4,BBMM-MOR-01,BBMM-MOR-01,alert.2026-03-12_0550.log
arbor_10592807,Completed,BBMM-OMER-03,BBMM-OMER-03_1@00f432-00106-0,207.236.175.10/32,OTHER,876.0 Mbps,876010000,73.1K pps,73140,2026-03-09 20:34:52,2026-03-09 20:40:03,5,BBMM-OMER-03,BBMM-OMER-03,alert.2026-03-12_0550.log
arbor_10592831,Completed,SOC_IAAS_J0400_Consumer_CGNATv4,SOC_IAAS_J0400_Consumer_CGNATv4_1@00f433-0008f-0,216.208.243.40/32,OTHER,4.06 Gbps,4059999992,430.9K pps,430880,2026-03-09 22:32:58,2026-03-09 22:40:00,7,SOC_IAAS_J0400_Consumer_CGNATv4,SOC_IAAS_J0400_Consumer_CGNATv4,alert.2026-03-12_0550.log
arbor_10592857,Completed,BBMM_LCM_02,BBMM_LCM_02_1@00f434-0016e-0,199.47.56.180/32,UDP,394.4 Mbps,394370000,30.1K pps,30080,2026-03-10 00:21:18,2026-03-10 00:32:01,10,BBMM_LCM_02,BBMM_LCM_02,alert.2026-03-12_0550.log
arbor_10592877,Completed,BBMM-GOO-BB-14,BBMM-GOO-BB-14_1@00f435-00183-0,142.127.106.177/32,UDP,116.0 Mbps,115950000,11.3K pps,11330,2026-03-10 01:18:40,2026-03-10 01:23:03,4,BBMM-GOO-BB-14,BBMM-GOO-BB-14,alert.2026-03-12_0550.log
arbor_10593010,Completed,BBMM-VDML-01,BBMM-VDML-01_1@00f436-00025-0,142.246.253.2/32,OTHER,1.82 Gbps,1820000000,169.3K pps,169270,2026-03-10 16:39:51,2026-03-10 16:47:02,7,BBMM-VDML-01,BBMM-VDML-01,alert.2026-03-12_0550.log
arbor_10593015,Completed,BBMM-GOO-BB-14,BBMM-GOO-BB-14_1@00f437-00183-0,142.127.104.183/32,UDP,120.2 Mbps,120220000,11.2K pps,11200,2026-03-10 17:02:35,2026-03-10 17:07:04,4,BBMM-GOO-BB-14,BBMM-GOO-BB-14,alert.2026-03-12_0550.log
arbor_10593019,Completed,SOC-IT-ALIANTSTJOHN-DMZ,SOC-IT-ALIANTSTJOHN-DMZ_2@00f438-00046-0,142.166.165.139/32,OTHER,37.9 Mbps,37860000,3.8K pps,3800,2026-03-10 17:19:51,2026-03-10 17:46:02,26,SOC-IT-ALIANTSTJOHN-DMZ,SOC-IT-ALIANTSTJOHN-DMZ,alert.2026-03-12_0550.log
arbor_10593025,Completed,BBMM-GOO-BB-14,BBMM-GOO-BB-14_1@00f439-00183-0,142.127.104.183/32,OTHER,124.6 Mbps,124590000,10.7K pps,10670,2026-03-10 17:51:29,2026-03-10 17:56:03,4,BBMM-GOO-BB-14,BBMM-GOO-BB-14,alert.2026-03-12_0550.log
arbor_10593030,Completed,SOC-DORVAL-01,SOC-DORVAL-01_1@00f43a-000a0-0,206.172.0.197/32,OTHER,856.9 Mbps,856890000,73.1K pps,73070,2026-03-10 18:12:54,2026-03-10 18:21:05,8,SOC-DORVAL-01,SOC-DORVAL-01,alert.2026-03-12_0550.log
arbor_10593032,Completed,BBMM-GOO-BB-14,BBMM-GOO-BB-14_1@00f43b-00183-0,142.127.104.183/32,UDP,100.2 Mbps,100220000,8.4K pps,8400,2026-03-10 18:16:12,2026-03-10 18:21:05,4,BBMM-GOO-BB-14,BBMM-GOO-BB-14,alert.2026-03-12_0550.log
arbor_10593051,Completed,BBMM-GOO-BB-14,BBMM-GOO-BB-14_1@00f43c-00183-0,142.127.104.183/32,OTHER,129.3 Mbps,129259992,11.1K pps,11070,2026-03-10 19:10:59,2026-03-10 19:16:03,5,BBMM-GOO-BB-14,BBMM-GOO-BB-14,alert.2026-03-12_0550.log
arbor_10593074,Completed,BBMM-GOO-BB-16,BBMM-GOO-BB-16_1@00f43d-00127-0,174.90.73.234/32,UDP,350.6 Mbps,350570000,29.9K pps,29870,2026-03-10 20:17:19,2026-03-10 20:22:03,4,BBMM-GOO-BB-16,BBMM-GOO-BB-16,alert.2026-03-12_0550.log
arbor_10593206,Completed,BBMM-HPS-03,BBMM-HPS-03_1@00f43e-000b8-0,207.35.238.98/32,OTHER,523.3 Mbps,523340000,43.9K pps,43940,2026-03-11 03:08:52,2026-03-11 03:13:03,4,BBMM-HPS-03,BBMM-HPS-03,alert.2026-03-12_0550.log
arbor_10593216,Completed,SOC_IAAS_W6017_WHI_CGNATv4,SOC_IAAS_W6017_WHI_CGNATv4_1@00f43f-00027-0,142.127.7.109/32,OTHER,940.1 Mbps,940100000,1.00M pps,1000000,2026-03-11 04:29:22,2026-03-11 04:35:00,5,SOC_IAAS_W6017_WHI_CGNATv4,SOC_IAAS_W6017_WHI_CGNATv4,alert.2026-03-12_0550.log
arbor_10593242,Completed,SOC_IAAS_A0040_Consumer_CGNATv4,SOC_IAAS_A0040_Consumer_CGNATv4_1@00f440-00012-0,174.90.223.200/32,UDP,5.80 Gbps,5800000000,385.2K pps,385200,2026-03-11 08:31:34,2026-03-11 08:40:02,8,SOC_IAAS_A0040_Consumer_CGNATv4,,alert.2026-03-12_0550.log
arbor_10593246,Completed,SOC_IAAS_A0040_Consumer_CGNATv4,SOC_IAAS_A0040_Consumer_CGNATv4_1@00f440-00012-0,174.90.223.200/32,UDP,6.24 Gbps,6240000000,,0,2026-03-11 08:49:32,2026-03-11 08:54:04,4,,SOC_IAAS_A0040_Consumer_CGNATv4,alert.2026-03-12_0550.log
arbor_10593259,Completed,SOC_IAAS_A0040_Consumer_CGNATv4,SOC_IAAS_A0040_Consumer_CGNATv4_1@00f441-00012-0,174.90.223.200/32,UDP,7.16 Gbps,7160000000,390.4K pps,390400,2026-03-11 11:30:29,2026-03-11 11:35:04,4,SOC_IAAS_A0040_Consumer_CGNATv4,,alert.2026-03-12_0550.log
arbor_10593260,Completed,SOC_IAAS_A0040_Consumer_CGNATv4,SOC_IAAS_A0040_Consumer_CGNATv4_1@00f441-00012-0,174.90.223.200/32,UDP,8.09 Gbps,8090000000,,0,2026-03-11 11:38:08,2026-03-11 11:43:00,4,,SOC_IAAS_A0040_Consumer_CGNATv4,alert.2026-03-12_0550.log
arbor_10593263,Completed,SOC_Maskatel_03,SOC_Maskatel_03_1@00f442-00194-0,67.223.142.146/32,OTHER,966.8 Mbps,966790000,80.9K pps,80930,2026-03-11 11:58:21,2026-03-11 12:03:03,4,SOC_Maskatel_03,SOC_Maskatel_03,alert.2026-03-12_0550.log
arbor_10593276,Completed,SOC-IT-ALIANTSTJOHN-DMZ,SOC-IT-ALIANTSTJOHN-DMZ_2@00f443-00046-0,142.166.165.139/32,OTHER,38.3 Mbps,38340000,3.6K pps,3600,2026-03-11 13:02:51,2026-03-11 13:08:01,5,SOC-IT-ALIANTSTJOHN-DMZ,SOC-IT-ALIANTSTJOHN-DMZ,alert.2026-03-12_0550.log
arbor_10593281,Completed,SOC-IT-ALIANTSTJOHN-DMZ,SOC-IT-ALIANTSTJOHN-DMZ_2@00f444-00046-0,142.166.165.139/32,OTHER,32.8 Mbps,32830000,3.1K pps,3090,2026-03-11 13:24:54,2026-03-11 13:30:04,5,SOC-IT-ALIANTSTJOHN-DMZ,SOC-IT-ALIANTSTJOHN-DMZ,alert.2026-03-12_0550.log
arbor_10593283,Completed,SOC_IAAS_A0040_Consumer_CGNATv4,SOC_IAAS_A0040_Consumer_CGNATv4_1@00f445-00012-0,174.90.223.200/32,UDP,6.53 Gbps,6530000000,385.6K pps,385600,2026-03-11 13:26:25,2026-03-11 13:34:00,7,SOC_IAAS_A0040_Consumer_CGNATv4,SOC_IAAS_A0040_Consumer_CGNATv4,alert.2026-03-12_0550.log
arbor_10593292,Completed,BBMM-GOO-BB-09,BBMM-GOO-BB-09_1@00f446-0017a-0,142.127.104.43/32,UDP,88.0 Mbps,88000000,8.2K pps,8250,2026-03-11 13:56:36,2026-03-11 14:03:02,6,BBMM-GOO-BB-09,BBMM-GOO-BB-09,alert.2026-03-12_0550.log
arbor_10593442,Completed,SOC-CrownIT-01,SOC-CrownIT-01_1@00f447-000ff-0,142.113.119.97/32,OTHER,1.49 Gbps,1490000000,126.6K pps,126560,2026-03-11 23:05:52,2026-03-11 23:11:03,5,SOC-CrownIT-01,SOC-CrownIT-01,alert.2026-03-12_0550.log
arbor_10593467,Completed,BBMM_LCM_02,BBMM_LCM_02_1@00f448-0016e-0,199.47.56.180/32,OTHER,350.0 Mbps,349970000,30.1K pps,30130,2026-03-12 00:32:55,2026-03-12 00:49:03,16,BBMM_LCM_02,BBMM_LCM_02,alert.2026-03-12_0550.log
arbor_10593591,Completed,SOC-Cablevision-01,SOC-Cablevision-01_1@00f449-000e4-0,184.150.80.71/32,OTHER,"47,368 bps",47368,67 pps,67,2026-03-12 11:29:53,2026-03-12 11:35:03,5,SOC-Cablevision-01,SOC-Cablevision-01,alert.2026-03-16_1627.log
arbor_10593592,Completed,BBMM-GOO-BB-16,BBMM-GOO-BB-16_1@00f44a-00127-0,204.101.124.210/32,UDP,320.5 Mbps,320510000,25.7K pps,25730,2026-03-12 11:41:09,2026-03-12 11:46:04,4,BBMM-GOO-BB-16,BBMM-GOO-BB-16,alert.2026-03-16_1627.log
arbor_10593598,Completed,BBMM-HPS-01,BBMM-HPS-01_1@00f44b-00141-0,67.71.252.130/32,OTHER,60.7 Mbps,60720000,5.9K pps,5870,2026-03-12 12:26:29,2026-03-12 12:32:05,5,BBMM-HPS-01,BBMM-HPS-01,alert.2026-03-16_1627.log
arbor_10593599,Completed,BBMM-GOO-BB-14,BBMM-GOO-BB-14_1@00f44c-00183-0,142.127.106.177/32,UDP,101.9 Mbps,101870000,8.7K pps,8670,2026-03-12 12:31:26,2026-03-12 12:36:00,4,BBMM-GOO-BB-14,BBMM-GOO-BB-14,alert.2026-03-16_1627.log
arbor_10593601,Completed,BBMM-HPS-01,BBMM-HPS-01_1@00f44d-00141-0,67.71.252.130/32,OTHER,58.3 Mbps,58340000,6.0K pps,6030,2026-03-12 12:36:50,2026-03-12 12:43:01,6,BBMM-HPS-01,BBMM-HPS-01,alert.2026-03-16_1627.log
arbor_10593610,Completed,SOC-IT-ALIANTSTJOHN-DMZ,SOC-IT-ALIANTSTJOHN-DMZ_2@00f44e-00046-0,142.166.165.139/32,OTHER,40.8 Mbps,40750000,3.8K pps,3830,2026-03-12 14:12:52,2026-03-12 14:18:03,5,SOC-IT-ALIANTSTJOHN-DMZ,SOC-IT-ALIANTSTJOHN-DMZ,alert.2026-03-16_1627.log
arbor_10593611,Completed,BBMM-SHAR-01,BBMM-SHAR-01_1@00f44f-000d5-0,205.194.16.248/32,OTHER,69.8 Mbps,69820000,6.0K pps,6020,2026-03-12 14:16:18,2026-03-12 14:45:01,28,BBMM-SHAR-01,,alert.2026-03-16_1627.log
arbor_10593612,Completed,BBMM-GOO-06,BBMM-GOO-06_1@00f450-00102-0,216.208.191.173/32,OTHER,"55,856 bps",55856,134 pps,134,2026-03-12 14:28:54,2026-03-12 14:34:00,5,BBMM-GOO-06,BBMM-GOO-06,alert.2026-03-16_1627.log
arbor_10593614,Completed,BBMM-SHAR-01,BBMM-SHAR-01_1@00f44f-000d5-0,205.194.16.248/32,OTHER,79.1 Mbps,79120000,,0,2026-03-12 14:45:19,2026-03-12 14:56:03,10,,BBMM-SHAR-01,alert.2026-03-16_1627.log
arbor_10593654,Completed,BBMM-GOO-BB-14,BBMM-GOO-BB-14_1@00f451-00183-0,70.54.218.18/32,UDP,80.1 Mbps,80080000,6.9K pps,6920,2026-03-12 17:16:14,2026-03-12 17:21:03,4,BBMM-GOO-BB-14,BBMM-GOO-BB-14,alert.2026-03-16_1627.log
arbor_10593660,Completed,BBMM-GOO-07,BBMM-GOO-07_1@00f452-0010a-0,206.172.39.52/32,OTHER,1.27 Gbps,1270000000,127.5K pps,127550,2026-03-12 17:29:53,2026-03-12 17:34:03,4,BBMM-GOO-07,BBMM-GOO-07,alert.2026-03-16_1627.log
arbor_10593684,Completed,TTC-EDGE-01,TTC-EDGE-01_1@00f453-00186-0,205.189.38.226/32,UDP,530.2 Mbps,530200000,44.2K pps,44180,2026-03-12 18:59:16,2026-03-12 19:04:03,4,TTC-EDGE-01,TTC-EDGE-01,alert.2026-03-16_1627.log
arbor_10593807,Completed,SOC_IAAS_A0040_Consumer_CGNATv4,SOC_IAAS_A0040_Consumer_CGNATv4_1@00f454-00012-0,174.90.223.161/32,UDP,11.28 Gbps,11280000000,850.1K pps,850130,2026-03-13 04:31:27,2026-03-13 04:37:03,5,SOC_IAAS_A0040_Consumer_CGNATv4,SOC_IAAS_A0040_Consumer_CGNATv4,alert.2026-03-16_1627.log
arbor_10593863,Completed,BBMM-GOO-BB-12,BBMM-GOO-BB-12_1@00f455-0017d-0,65.93.239.18/32,UDP,65.4 Mbps,65410000,10.2K pps,10170,2026-03-13 12:29:40,2026-03-13 12:48:04,18,BBMM-GOO-BB-12,BBMM-GOO-BB-12,alert.2026-03-16_1627.log
arbor_10593867,Completed,BBMM-GOO-BB-16,BBMM-GOO-BB-16_1@00f456-00127-0,174.90.3.82/32,UDP,310.2 Mbps,310160000,26.4K pps,26400,2026-03-13 12:48:42,2026-03-13 12:53:04,4,BBMM-GOO-BB-16,BBMM-GOO-BB-16,alert.2026-03-16_1627.log
arbor_10593869,Completed,BBMM-GOO-BB-12,BBMM-GOO-BB-12_1@00f457-0017d-0,65.93.239.18/32,UDP,64.5 Mbps,64500000,10.2K pps,10170,2026-03-13 12:53:12,2026-03-13 13:00:00,6,BBMM-GOO-BB-12,BBMM-GOO-BB-12,alert.2026-03-16_1627.log
