Arbor_ID,Status,Protected_Object,Policy_Name,Target_Network,Protocol,Peak_Bandwidth,Peak_Bandwidth_bps,Peak_PPS,Peak_PPS_raw,Attack_Start,Attack_End,Duration_min,Mitigation_UP,Mitigation_DOWN,Source_Log_File
arbor_10596532,Completed,SOC-ICN-MyAccoVirginMobile,SOC-ICN-MyAccoVirginMobile_1@00f495-00048-0,184.150.212.209/32,OTHER,21.1 Mbps,21100000,2.4K pps,2420,2026-03-22 20:08:53,2026-03-22 20:13:04,4,SOC-ICN-MyAccoVirginMobile,SOC-ICN-MyAccoVirginMobile,alert.2026-03-26_1804.log
arbor_10596660,Completed,SOC-DNS-BI-Reverse_Zone,,207.236.176.21/32,OTHER,15.1 Mbps,15060000,22.5K pps,22500,2026-03-23 05:40:50,2026-03-23 05:46:01,5,SOC-DNS-BI-Reverse_Zone,,alert.2026-03-26_1804.log
arbor_10596719,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f496-00148-0,206.47.250.154/32,OTHER,549.6 Mbps,549580000,58.4K pps,58370,2026-03-23 12:58:52,2026-03-23 13:07:02,8,BBMM-MOR-01,BBMM-MOR-01,alert.2026-03-26_1804.log
arbor_10596751,Completed,BBMM-GOO-BB-13,BBMM-GOO-BB-13_1@00f497-00182-0,70.54.223.34/32,OTHER,105.3 Mbps,105310000,16.0K pps,16040,2026-03-23 15:46:54,2026-03-23 16:08:04,21,BBMM-GOO-BB-13,BBMM-GOO-BB-13,alert.2026-03-26_1804.log
arbor_10596771,Completed,BBMM-GOO-BB-14,BBMM-GOO-BB-14_1@00f498-00183-0,142.127.106.177/32,OTHER,163.9 Mbps,163940000,15.3K pps,15330,2026-03-23 17:14:00,2026-03-23 17:20:03,6,BBMM-GOO-BB-14,BBMM-GOO-BB-14,alert.2026-03-26_1804.log
arbor_10596795,Completed,SOC-ICN-MyAccoVirginMobile,SOC-ICN-MyAccoVirginMobile_1@00f499-00048-0,184.150.212.209/32,OTHER,23.0 Mbps,23020000,2.3K pps,2280,2026-03-23 18:44:52,2026-03-23 19:07:02,22,SOC-ICN-MyAccoVirginMobile,SOC-ICN-MyAccoVirginMobile,alert.2026-03-26_1804.log
arbor_10596837,Completed,SOC_IAAS_J0400_Consumer_CGNATv4,SOC_IAAS_J0400_Consumer_CGNATv4_1@00f49a-0008f-0,216.208.243.188/32,OTHER,4.06 Gbps,4059999992,430.8K pps,430820,2026-03-23 20:53:07,2026-03-23 20:59:04,5,SOC_IAAS_J0400_Consumer_CGNATv4,SOC_IAAS_J0400_Consumer_CGNATv4,alert.2026-03-26_1804.log
arbor_10596908,Completed,SOC_IAAS_J0400_Consumer_CGNATv4,SOC_IAAS_J0400_Consumer_CGNATv4_1@00f49b-0008f-0,216.208.243.39/32,OTHER,9.52 Gbps,9520000000,456.3K pps,456270,2026-03-24 00:45:36,2026-03-24 00:50:02,4,SOC_IAAS_J0400_Consumer_CGNATv4,SOC_IAAS_J0400_Consumer_CGNATv4,alert.2026-03-26_1804.log
arbor_10596958,Completed,SOC-VSAC-Lab,SOC-VSAC-Lab_1@00f49c-00089-0,207.236.202.114/32,OTHER,20.4 Mbps,20410000,1.7K pps,1720,2026-03-24 04:32:20,2026-03-24 04:37:04,4,SOC-VSAC-Lab,SOC-VSAC-Lab,alert.2026-03-26_1804.log
arbor_10597013,Completed,BBMM-GOO-BB-14,BBMM-GOO-BB-14_1@00f49d-00183-0,142.127.104.183/32,UDP,82.2 Mbps,82250000,7.2K pps,7200,2026-03-24 07:23:52,2026-03-24 07:30:04,6,BBMM-GOO-BB-14,BBMM-GOO-BB-14,alert.2026-03-26_1804.log
arbor_10597059,Completed,BBMM-GOO-BB-14,BBMM-GOO-BB-14_1@00f49e-00183-0,184.149.136.82/32,UDP,90.2 Mbps,90220000,7.9K pps,7920,2026-03-24 12:24:19,2026-03-24 12:29:03,4,BBMM-GOO-BB-14,BBMM-GOO-BB-14,alert.2026-03-26_1804.log
arbor_10597118,Completed,BBMM-LCBO-04,BBMM-LCBO-04_1@00f49f-000ef-0,67.69.166.10/32,OTHER,380.8 Mbps,380800000,31.7K pps,31730,2026-03-24 17:32:55,2026-03-24 17:39:04,6,BBMM-LCBO-04,BBMM-LCBO-04,alert.2026-03-26_1804.log
arbor_10597124,Completed,BBMM-SOF-01,BBMM-SOF-01_1@00f4a0-00168-0,174.90.95.19/32,OTHER,284.8 Mbps,284830000,27.6K pps,27600,2026-03-24 18:02:41,2026-03-24 18:07:03,4,BBMM-SOF-01,BBMM-SOF-01,alert.2026-03-26_1804.log
arbor_10597130,Completed,SOC-IT-ALIANTSTJOHN-DMZ,SOC-IT-ALIANTSTJOHN-DMZ_2@00f4a1-00046-0,142.166.165.146/32,OTHER,117.8 Mbps,117800000,11.5K pps,11480,2026-03-24 18:36:52,2026-03-24 18:45:03,8,SOC-IT-ALIANTSTJOHN-DMZ,SOC-IT-ALIANTSTJOHN-DMZ,alert.2026-03-26_1804.log
arbor_10597148,Completed,BBMM-GOO-BB-14,BBMM-GOO-BB-14_1@00f4a2-00183-0,184.149.136.82/32,UDP,106.8 Mbps,106790000,9.1K pps,9070,2026-03-24 19:12:37,2026-03-24 19:18:03,5,BBMM-GOO-BB-14,BBMM-GOO-BB-14,alert.2026-03-26_1804.log
arbor_10597352,Completed,BBMM-GOO-BB-14,BBMM-GOO-BB-14_1@00f4a3-00183-0,142.127.106.177/32,OTHER,128.1 Mbps,128050000,12.1K pps,12130,2026-03-25 11:36:05,2026-03-25 11:42:04,5,BBMM-GOO-BB-14,BBMM-GOO-BB-14,alert.2026-03-26_1804.log
arbor_10597358,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f4a4-00148-0,206.47.250.154/32,OTHER,671.6 Mbps,671590000,64.8K pps,64780,2026-03-25 12:01:52,2026-03-25 12:17:03,15,BBMM-MOR-01,BBMM-MOR-01,alert.2026-03-26_1804.log
arbor_10597359,Completed,BBMM-GOO-BB-14,BBMM-GOO-BB-14_1@00f4a5-00183-0,142.127.106.177/32,OTHER,153.4 Mbps,153450000,14.4K pps,14400,2026-03-25 12:02:43,2026-03-25 12:10:03,7,BBMM-GOO-BB-14,BBMM-GOO-BB-14,alert.2026-03-26_1804.log
arbor_10597368,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f4a6-00148-0,206.47.250.154/32,OTHER,532.1 Mbps,532110000,51.9K pps,51920,2026-03-25 12:31:53,2026-03-25 12:43:03,11,BBMM-MOR-01,BBMM-MOR-01,alert.2026-03-26_1804.log
arbor_10597371,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f4a7-00148-0,206.47.250.154/32,OTHER,576.1 Mbps,576120000,58.6K pps,58610,2026-03-25 12:48:54,2026-03-25 12:59:00,10,BBMM-MOR-01,BBMM-MOR-01,alert.2026-03-26_1804.log
arbor_10597378,Completed,BBMM-GOO-BB-12,BBMM-GOO-BB-12_1@00f4a8-0017d-0,74.13.225.2/32,UDP,76.9 Mbps,76890000,6.6K pps,6580,2026-03-25 13:22:32,2026-03-25 13:41:01,18,BBMM-GOO-BB-12,,alert.2026-03-26_1804.log
arbor_10597383,Completed,BBMM-GOO-BB-12,BBMM-GOO-BB-12_1@00f4a8-0017d-0,74.13.225.2/32,UDP,158.3 Mbps,158330000,,0,2026-03-25 13:41:07,2026-03-25 14:01:00,19,,BBMM-GOO-BB-12,alert.2026-03-26_1804.log
arbor_10597384,Completed,BBMM-SHAR-01,BBMM-SHAR-01_1@00f4a9-000d5-0,205.193.40.5/32,OTHER,474.3 Mbps,474270000,40.1K pps,40120,2026-03-25 13:41:37,2026-03-25 13:46:03,4,BBMM-SHAR-01,BBMM-SHAR-01,alert.2026-03-26_1804.log
arbor_10597387,Completed,BBMM-GOO-BB-16,BBMM-GOO-BB-16_1@00f4aa-00127-0,207.236.248.26/32,UDP,313.9 Mbps,313900000,27.3K pps,27330,2026-03-25 14:06:20,2026-03-25 14:21:02,14,BBMM-GOO-BB-16,BBMM-GOO-BB-16,alert.2026-03-26_1804.log
arbor_10597406,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f4ab-00148-0,206.47.250.242/32,OTHER,1.08 Gbps,1080000000,90.4K pps,90400,2026-03-25 15:17:54,2026-03-25 15:22:04,4,BBMM-MOR-01,BBMM-MOR-01,alert.2026-03-26_1804.log
arbor_10597408,Completed,BBMM-GOO-BB-16,BBMM-GOO-BB-16_1@00f4ac-00127-0,207.35.24.42/32,UDP,303.0 Mbps,303040000,28.4K pps,28420,2026-03-25 15:33:11,2026-03-25 15:38:02,4,BBMM-GOO-BB-16,BBMM-GOO-BB-16,alert.2026-03-26_1804.log
arbor_10597409,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f4ad-00148-0,206.47.250.242/32,OTHER,636.2 Mbps,636200000,53.2K pps,53250,2026-03-25 15:35:51,2026-03-25 15:41:02,5,BBMM-MOR-01,BBMM-MOR-01,alert.2026-03-26_1804.log
arbor_10597413,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f4ae-00148-0,206.47.250.242/32,OTHER,629.4 Mbps,629430000,52.6K pps,52590,2026-03-25 15:54:50,2026-03-25 15:59:02,4,BBMM-MOR-01,BBMM-MOR-01,alert.2026-03-26_1804.log
arbor_10597449,Completed,BBMM-GOO-BB-14,BBMM-GOO-BB-14_1@00f4af-00183-0,184.149.136.82/32,UDP,89.9 Mbps,89940000,7.8K pps,7830,2026-03-25 18:17:36,2026-03-25 18:22:03,4,BBMM-GOO-BB-14,BBMM-GOO-BB-14,alert.2026-03-26_1804.log
arbor_10597453,Completed,BBMM-GOO-BB-14,BBMM-GOO-BB-14_2@00f4b0-00183-0,184.149.136.82/32,UDP,118.0 Mbps,117990000,10.2K pps,10250,2026-03-25 18:23:21,2026-03-25 18:28:03,4,BBMM-GOO-BB-14,BBMM-GOO-BB-14,alert.2026-03-26_1804.log
arbor_10597509,Completed,SOC-AliantDNS-01,,198.164.4.2/32,OTHER,3.5 Mbps,3450000,5.5K pps,5460,2026-03-25 22:04:53,2026-03-25 22:26:01,21,SOC-AliantDNS-01,,alert.2026-03-26_1804.log
arbor_10597511,Completed,SOC-AliantDNS-01,,198.164.30.2/32,OTHER,3.0 Mbps,3020000,4.8K pps,4810,2026-03-25 22:04:53,2026-03-25 22:14:04,9,SOC-AliantDNS-01,,alert.2026-03-26_1804.log
arbor_10597619,Completed,BBMM-CHEO-01,,192.139.231.5/32,OTHER,1.22 Gbps,1220000000,106.9K pps,106890,2026-03-26 03:15:50,2026-03-26 03:20:01,4,BBMM-CHEO-01 (Pending),,alert.2026-03-26_1804.log
arbor_10597645,Completed,SOC_IAAS_W0569_WHI_CGNATv4,SOC_IAAS_W0569_WHI_CGNATv4_1@00f4b4-00075-0,142.127.5.105/32,OTHER,4.05 Gbps,4050000000,520.5K pps,520480,2026-03-26 05:53:13,2026-03-26 06:00:00,6,SOC_IAAS_W0569_WHI_CGNATv4,SOC_IAAS_W0569_WHI_CGNATv4,alert.2026-03-26_1804.log
arbor_10597706,Completed,BBMM-ACC-01,BBMM-ACC-01_1@00f4b5-0010b-0,159.206.116.9/32,OTHER,303.0 Mbps,303010000,25.3K pps,25270,2026-03-26 12:21:15,2026-03-26 12:26:01,4,BBMM-ACC-01,BBMM-ACC-01,alert.2026-03-26_1804.log
arbor_10597712,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f4b6-00148-0,206.47.250.154/32,OTHER,536.3 Mbps,536270000,55.5K pps,55540,2026-03-26 12:55:53,2026-03-26 13:01:03,5,BBMM-MOR-01,BBMM-MOR-01,alert.2026-03-26_1804.log
arbor_10597722,Completed,SOC_IAAS_A0040_Consumer_CGNATv4,SOC_IAAS_A0040_Consumer_CGNATv4_1@00f4b7-00012-0,174.90.223.174/32,UDP,1.38 Gbps,1380000000,850.1K pps,850130,2026-03-26 13:22:18,2026-03-26 13:33:02,10,SOC_IAAS_A0040_Consumer_CGNATv4,SOC_IAAS_A0040_Consumer_CGNATv4,alert.2026-03-26_1804.log
arbor_10597723,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f4b8-00148-0,206.47.250.154/32,OTHER,514.0 Mbps,514010000,52.5K pps,52540,2026-03-26 13:22:52,2026-03-26 13:28:02,5,BBMM-MOR-01,BBMM-MOR-01,alert.2026-03-26_1804.log
arbor_10597726,Completed,BBMM-SQED-01,BBMM-SQED-01_1@00f4b9-0000a-0,207.164.32.234/32,OTHER,564.5 Mbps,564530000,48.3K pps,48270,2026-03-26 13:25:44,2026-03-26 13:30:02,4,BBMM-SQED-01,BBMM-SQED-01,alert.2026-03-26_1804.log
arbor_10597786,Completed,SOC-BTCE-OTT-01,SOC-BTCE-OTT-01_1@00f4ba-00147-0,184.150.213.180/32,OTHER,50.9 Mbps,50870000,35.2K pps,35250,2026-03-26 17:36:50,2026-03-26 17:56:02,19,SOC-BTCE-OTT-01,SOC-BTCE-OTT-01,alert.2026-03-26_1804.log
arbor_10597787,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f4bb-00148-0,206.47.250.154/32,OTHER,510.9 Mbps,510920000,55.7K pps,55700,2026-03-26 17:45:51,2026-03-26 18:00:03,14,BBMM-MOR-01,BBMM-MOR-01,alert.2026-03-26_1804.log
arbor_10597800,Completed,SOC-BTCE-OTT-01,SOC-BTCE-OTT-01_1@00f4bc-00147-0,184.150.213.180/32,OTHER,40.3 Mbps,40320000,27.5K pps,27480,2026-03-26 18:36:54,2026-03-26 18:58:02,21,SOC-BTCE-OTT-01,SOC-BTCE-OTT-01,alert.2026-03-26_1804.log
arbor_10597822,Completed,BBMM-LCBO-01,BBMM-LCBO-01_1@00f4bd-000da-0,204.101.154.202/32,OTHER,458.8 Mbps,458780000,38.4K pps,38380,2026-03-26 20:34:29,2026-03-26 20:39:03,4,BBMM-LCBO-01,BBMM-LCBO-01,alert.2026-03-26_1804.log
arbor_10597842,Completed,BBMM-GOO-BB-12,BBMM-GOO-BB-12_1@00f4be-0017d-0,74.13.225.2/32,UDP,75.3 Mbps,75260000,6.4K pps,6440,2026-03-26 22:05:51,2026-03-26 22:18:03,12,BBMM-GOO-BB-12,BBMM-GOO-BB-12,alert.2026-04-02_0806.log
arbor_10597848,Completed,BBMM-GOO-BB-12,BBMM-GOO-BB-12_1@00f4bf-0017d-0,74.13.225.2/32,UDP,119.2 Mbps,119230000,10.1K pps,10130,2026-03-26 22:24:43,2026-03-26 22:29:04,4,BBMM-GOO-BB-12,BBMM-GOO-BB-12,alert.2026-04-02_0806.log
arbor_10597989,Completed,SOC_IAAS_F1252_WHI_CGNATv4,SOC_IAAS_F1252_WHI_CGNATv4_1@00f4c0-0005a-0,142.127.0.10/32,OTHER,868.5 Mbps,868460000,1.00M pps,1000000,2026-03-27 08:49:30,2026-03-27 08:59:04,9,SOC_IAAS_F1252_WHI_CGNATv4,SOC_IAAS_F1252_WHI_CGNATv4,alert.2026-04-02_0806.log
arbor_10597993,Completed,SOC-Cove-01,,69.158.192.96/32,OTHER,"682,664 bps",682664,2.1K pps,2130,2026-03-27 09:41:09,2026-03-27 09:46:00,4,SOC-Cove-01 (Pending),,alert.2026-04-02_0806.log
arbor_10598034,Completed,SOC_Maskatel_03,SOC_Maskatel_03_1@00f4c2-00194-0,162.247.20.118/32,OTHER,967.2 Mbps,967240000,83.5K pps,83470,2026-03-27 13:10:26,2026-03-27 13:15:00,4,SOC_Maskatel_03,SOC_Maskatel_03,alert.2026-04-02_0806.log
arbor_10598039,Completed,SOC_Maskatel_03,SOC_Maskatel_03_1@00f4c3-00194-0,162.247.20.118/32,OTHER,1.51 Gbps,1510000000,130.3K pps,130270,2026-03-27 13:22:12,2026-03-27 13:27:02,4,SOC_Maskatel_03,SOC_Maskatel_03,alert.2026-04-02_0806.log
arbor_10598096,Completed,BBMM-LCBO-04,BBMM-LCBO-04_1@00f4c4-000ef-0,67.69.166.10/32,OTHER,323.0 Mbps,323000000,27.0K pps,26970,2026-03-27 17:29:10,2026-03-27 17:34:00,4,BBMM-LCBO-04,BBMM-LCBO-04,alert.2026-04-02_0806.log
arbor_10598110,Completed,BBMM-GOO-BB-16,BBMM-GOO-BB-16_1@00f4c5-00127-0,207.236.248.26/32,UDP,303.5 Mbps,303510000,26.0K pps,26000,2026-03-27 18:04:44,2026-03-27 18:09:03,4,BBMM-GOO-BB-16,BBMM-GOO-BB-16,alert.2026-04-02_0806.log
arbor_10598136,Completed,SOC_IAAS_A0040_Consumer_CGNATv4,SOC_IAAS_A0040_Consumer_CGNATv4_1@00f4c6-00012-0,174.90.223.142/32,UDP,4.14 Gbps,4139999992,850.0K pps,850000,2026-03-27 19:32:10,2026-03-27 19:38:04,5,SOC_IAAS_A0040_Consumer_CGNATv4,SOC_IAAS_A0040_Consumer_CGNATv4,alert.2026-04-02_0806.log
arbor_10598382,Completed,BBMM-HAC-01,BBMM-HAC-01_1@00f4c7-0017c-0,67.71.195.2/32,OTHER,805.8 Mbps,805800000,70.9K pps,70930,2026-03-28 16:24:43,2026-03-28 16:29:00,4,BBMM-HAC-01,BBMM-HAC-01,alert.2026-04-02_0806.log
arbor_10598433,Completed,SOC-CrownIT-01,SOC-CrownIT-01_1@00f4c8-000ff-0,142.113.118.131/32,OTHER,1.35 Gbps,1350000000,114.8K pps,114810,2026-03-28 18:15:53,2026-03-28 18:26:00,10,SOC-CrownIT-01,SOC-CrownIT-01,alert.2026-04-02_0806.log
arbor_10598734,Completed,SOC_IAAS_J0400_Consumer_CGNATv4,SOC_IAAS_J0400_Consumer_CGNATv4_1@00f4c9-0008f-0,216.208.243.98/32,OTHER,2.27 Gbps,2270000000,1.01M pps,1010000,2026-03-29 15:43:10,2026-03-29 15:49:02,5,SOC_IAAS_J0400_Consumer_CGNATv4,SOC_IAAS_J0400_Consumer_CGNATv4,alert.2026-04-02_0806.log
arbor_10598761,Completed,BBMM-GOO-BB-16,BBMM-GOO-BB-16_1@00f4ca-00127-0,207.236.134.138/32,UDP,323.5 Mbps,323540000,27.5K pps,27500,2026-03-29 17:53:35,2026-03-29 18:02:00,8,BBMM-GOO-BB-16,BBMM-GOO-BB-16,alert.2026-04-02_0806.log
arbor_10598764,Completed,BBMM-GOO-BB-16,BBMM-GOO-BB-16_1@00f4cb-00127-0,207.236.134.138/32,OTHER,432.2 Mbps,432240000,37.1K pps,37080,2026-03-29 18:12:50,2026-03-29 18:19:03,6,BBMM-GOO-BB-16,BBMM-GOO-BB-16,alert.2026-04-02_0806.log
arbor_10598961,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f4cc-00148-0,206.47.250.154/32,OTHER,525.6 Mbps,525559992,54.1K pps,54140,2026-03-30 12:00:51,2026-03-30 12:05:01,4,BBMM-MOR-01,BBMM-MOR-01,alert.2026-04-02_0806.log
arbor_10598966,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f4cd-00148-0,206.47.250.154/32,OTHER,536.7 Mbps,536659992,56.4K pps,56400,2026-03-30 12:26:50,2026-03-30 12:44:03,17,BBMM-MOR-01,BBMM-MOR-01,alert.2026-04-02_0806.log
arbor_10598970,Completed,BBMM-MOR-01,BBMM-MOR-01_2@00f4ce-00148-0,206.47.224.4/32,OTHER,981.4 Mbps,981440000,81.8K pps,81840,2026-03-30 12:35:51,2026-03-30 12:54:04,18,BBMM-MOR-01,BBMM-MOR-01,alert.2026-04-02_0806.log
arbor_10599030,Completed,BBMM-GOO-BB-06,BBMM-GOO-BB-06_1@00f4cf-0017e-0,142.127.104.189/32,OTHER,127.9 Mbps,127900000,10.8K pps,10850,2026-03-30 17:05:50,2026-03-30 17:10:01,4,BBMM-GOO-BB-06,BBMM-GOO-BB-06,alert.2026-04-02_0806.log
arbor_10599041,Completed,BBMM-GOO-BB-19,BBMM-GOO-BB-19_1@00f4d0-00185-0,67.71.194.98/32,OTHER,10.6 Mbps,10550000,891 pps,891,2026-03-30 18:45:53,2026-03-30 18:50:03,4,BBMM-GOO-BB-19,BBMM-GOO-BB-19,alert.2026-04-02_0806.log
arbor_10599053,Completed,BBMM-SHAR-06,BBMM-SHAR-06_1@00f4d1-000e3-0,67.69.3.23/32,OTHER,5.56 Gbps,5560000000,474.7K pps,474670,2026-03-30 19:05:43,2026-03-30 19:11:02,5,BBMM-SHAR-06,BBMM-SHAR-06,alert.2026-04-02_0806.log
arbor_10599089,Completed,SOC-DORVAL-01,SOC-DORVAL-01_1@00f4d2-000a0-0,206.172.0.197/32,OTHER,1.22 Gbps,1220000000,102.6K pps,102590,2026-03-30 22:11:52,2026-03-30 22:16:03,4,SOC-DORVAL-01,SOC-DORVAL-01,alert.2026-04-02_0806.log
arbor_10599286,Completed,BBMM-MOR-01,BBMM-MOR-01_1@00f4d3-00148-0,206.47.250.242/32,OTHER,604.5 Mbps,604550000,50.6K pps,50600,2026-03-31 15:03:53,2026-03-31 15:08:03,4,BBMM-MOR-01,BBMM-MOR-01,alert.2026-04-02_0806.log
arbor_10599293,Completed,BBMM-GOO-BB-16,BBMM-GOO-BB-16_1@00f4d4-00127-0,74.13.238.194/32,OTHER,351.6 Mbps,351580000,32.1K pps,32119,2026-03-31 15:34:44,2026-03-31 15:39:04,4,BBMM-GOO-BB-16,BBMM-GOO-BB-16,alert.2026-04-02_0806.log
arbor_10599336,Completed,SOC-ICN-MyAccoVirginMobile,SOC-ICN-MyAccoVirginMobile_1@00f4d5-00048-0,184.150.212.209/32,OTHER,21.9 Mbps,21910000,2.4K pps,2420,2026-03-31 19:13:54,2026-03-31 19:18:00,4,SOC-ICN-MyAccoVirginMobile,SOC-ICN-MyAccoVirginMobile,alert.2026-04-02_0806.log
arbor_10599379,Completed,BBMM-GOO-BB-14,BBMM-GOO-BB-14_1@00f4d6-00183-0,142.127.106.177/32,UDP,99.4 Mbps,99370000,8.8K pps,8800,2026-03-31 21:31:50,2026-03-31 21:37:03,5,BBMM-GOO-BB-14,BBMM-GOO-BB-14,alert.2026-04-02_0806.log
arbor_10599389,Completed,BBMM-LCBO-01,BBMM-LCBO-01_1@00f4d7-000da-0,204.101.154.202/32,OTHER,468.0 Mbps,468000000,39.0K pps,39000,2026-03-31 22:29:34,2026-03-31 22:35:03,5,BBMM-LCBO-01,BBMM-LCBO-01,alert.2026-04-02_0806.log
